date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
1/15/2021,ARKQ,TESLA INC,TSLA,88160R101,335957.0,277554235.12,11.37,2021-01-15
1/15/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,2446618.0,164192533.98,6.73,2021-01-15
1/15/2021,ARKQ,TRIMBLE INC,TRMB,896239100,1620366.0,112550622.36,4.61,2021-01-15
1/15/2021,ARKQ,DEERE & CO,DE,244199105,364714.0,107736515.6,4.41,2021-01-15
1/15/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,407041.0,97229883.67,3.98,2021-01-15
1/15/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,3005512.0,88812879.6,3.64,2021-01-15
1/15/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,948485.0,83248528.45,3.41,2021-01-15
1/15/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,1748461.0,81390859.55,3.33,2021-01-15
1/15/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,46622.0,80944650.18,3.32,2021-01-15
1/15/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,446994.0,76981306.68,3.15,2021-01-15
1/15/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,606262.0,75922190.26,3.11,2021-01-15
1/15/2021,ARKQ,CATERPILLAR INC,CAT,149123101,335554.0,65305519.48,2.68,2021-01-15
1/15/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,1091217.0,65363898.3,2.68,2021-01-15
1/15/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,6025782.0,62547617.16,2.56,2021-01-15
1/15/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,2088771.0,60887674.65,2.49,2021-01-15
1/15/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,513430.0,59886475.2,2.45,2021-01-15
1/15/2021,ARKQ,WORKHORSE GROUP INC,WKHS,98138J206,2333160.0,54455954.4,2.23,2021-01-15
1/15/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,1698924.0,51698257.32,2.12,2021-01-15
1/15/2021,ARKQ,2U INC,TWOU,90214J101,1201373.0,51238558.45,2.1,2021-01-15
1/15/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,1544348.0,49187483.8,2.01,2021-01-15
1/15/2021,ARKQ,PROTO LABS INC,PRLB,743713109,280592.0,47316228.96,1.94,2021-01-15
1/15/2021,ARKQ,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,44174288.26,44174288.26,1.81,2021-01-15
1/15/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,1120545.0,42569504.55,1.74,2021-01-15
1/15/2021,ARKQ,TERADYNE INC,TER,880770102,300525.0,41262082.5,1.69,2021-01-15
1/15/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,156529.0,40528488.68,1.66,2021-01-15
1/15/2021,ARKQ,FLIR SYSTEMS INC,FLIR,302445101,706019.0,37906160.11,1.55,2021-01-15
1/15/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,95250.0,36441697.5,1.49,2021-01-15
1/15/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,103063.0,35790688.01,1.47,2021-01-15
1/15/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,452185.0,32964286.5,1.35,2021-01-15
1/15/2021,ARKQ,ANSYS INC,ANSS,03662Q105,80539.0,29338746.92,1.2,2021-01-15
1/15/2021,ARKQ,NVIDIA CORP,NVDA,67066G104,56874.0,29254848.12,1.2,2021-01-15
1/15/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,352675.0,29007518.75,1.19,2021-01-15
1/15/2021,ARKQ,XILINX INC,XLNX,983919101,207153.0,28297099.8,1.16,2021-01-15
1/15/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,754212108,743570.0,27192354.9,1.11,2021-01-15
1/15/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,32656.0,25420083.52,1.04,2021-01-15
1/15/2021,ARKQ,AMAZON.COM INC,AMZN,023135106,7913.0,24563930.25,1.01,2021-01-15
1/15/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,178163.0,24101890.64,0.99,2021-01-15
1/15/2021,ARKQ,ROCKWELL AUTOMATION INC,ROK,773903109,92317.0,23596225.2,0.97,2021-01-15
1/15/2021,ARKQ,APPLE INC,AAPL,037833100,186898.0,23762211.72,0.97,2021-01-15
1/15/2021,ARKQ,AUTODESK INC,ADSK,052769106,69932.0,21574721.32,0.88,2021-01-15
1/15/2021,ARKQ,EXONE CO/THE,XONE,302104104,997483.0,15221590.58,0.62,2021-01-15
1/15/2021,ARKQ,HONEYWELL INTERNATIONAL INC,HON,438516106,47304.0,9743204.88,0.4,2021-01-15
1/15/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,197165.0,2754395.05,0.11,2021-01-15
1/15/2021,ARKQ,EXPERIENCE INVESTMENT CORP-A,EXPC,30217C109,72836.0,1029172.68,0.04,2021-01-15
1/15/2021,ARKQ,SPLUNK INC,SPLK,848637104,851.0,144644.47,0.01,2021-01-15
