date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
1/5/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,19967366.0,559285921.66,7.11,2021-01-05
1/5/2021,ARKG,TELADOC HEALTH INC,TDOC,87918A105,2466627.0,495718028.19,6.3,2021-01-05
1/5/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2739885.0,440080328.7,5.59,2021-01-05
1/5/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,3032707.0,420029919.5,5.34,2021-01-05
1/5/2021,ARKG,CAREDX INC,CDNA,14167L103,4090153.0,294041099.17,3.74,2021-01-05
1/5/2021,ARKG,INVITAE CORP,NVTA,46185L103,6180483.0,285661924.26,3.63,2021-01-05
1/5/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,5925838.0,265121992.12,3.37,2021-01-05
1/5/2021,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,2070726.0,262733714.88,3.34,2021-01-05
1/5/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,540136.0,261128749.2,3.32,2021-01-05
1/5/2021,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,771195104,5927250.0,259435732.5,3.3,2021-01-05
1/5/2021,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,2921693.0,253369216.96,3.22,2021-01-05
1/5/2021,ARKG,PERSONALIS INC,PSNL,71535D106,6739994.0,235630190.24,2.99,2021-01-05
1/5/2021,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,2352110.0,222533127.1,2.83,2021-01-05
1/5/2021,ARKG,PURE STORAGE INC - CLASS A,PSTG,74624M102,8710400.0,203474944.0,2.59,2021-01-05
1/5/2021,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,3935339.0,192005189.81,2.44,2021-01-05
1/5/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,822310.0,187963619.8,2.39,2021-01-05
1/5/2021,ARKG,ALPHABET INC-CL A,GOOGL,02079K305,94827.0,165003721.35,2.1,2021-01-05
1/5/2021,ARKG,CELLECTIS - ADR,CLLS,15117K103,6036351.0,164068020.18,2.08,2021-01-05
1/5/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,8682463.0,154808315.29,1.97,2021-01-05
1/5/2021,ARKG,INCYTE CORP,INCY,45337C102,1794938.0,154131326.06,1.96,2021-01-05
1/5/2021,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,2083320.0,143332416.0,1.82,2021-01-05
1/5/2021,ARKG,EDITAS MEDICINE INC,EDIT,28106W103,1812076.0,139239919.84,1.77,2021-01-05
1/5/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,2417333.0,135201434.69,1.72,2021-01-05
1/5/2021,ARKG,BERKELEY LIGHTS INC,BLI,084310101,1531169.0,135738131.85,1.72,2021-01-05
1/5/2021,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2178866.0,132932614.66,1.69,2021-01-05
1/5/2021,ARKG,SCHRODINGER INC,SDGR,80810D103,1405431.0,116172926.46,1.48,2021-01-05
1/5/2021,ARKG,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,110938700.51,110938700.51,1.41,2021-01-05
1/5/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,375586.0,103984739.96,1.32,2021-01-05
1/5/2021,ARKG,VERACYTE INC,VCYT,92337F107,2154080.0,103998982.4,1.32,2021-01-05
1/5/2021,ARKG,ACCOLADE INC,ACCD,00437E102,2384648.0,101442925.92,1.29,2021-01-05
1/5/2021,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,1139787.0,95821893.09,1.22,2021-01-05
1/5/2021,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,883556102,190851.0,91173339.72,1.16,2021-01-05
1/5/2021,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1556253.0,86761104.75,1.1,2021-01-05
1/5/2021,ARKG,SERES THERAPEUTICS INC,MCRB,81750R102,3552954.0,86692077.6,1.1,2021-01-05
1/5/2021,ARKG,CODEXIS INC,CDXS,192005106,3990557.0,84160847.13,1.07,2021-01-05
1/5/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,537182.0,76091830.3,0.97,2021-01-05
1/5/2021,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,03842K200,8619409.0,74126917.4,0.94,2021-01-05
1/5/2021,ARKG,COMPUGEN LTD,CGEN,M25722105,5721282.0,72431430.12,0.92,2021-01-05
1/5/2021,ARKG,PHREESIA INC,PHR,71944F106,1325525.0,71644626.25,0.91,2021-01-05
1/5/2021,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1026746.0,70249961.32,0.89,2021-01-05
1/5/2021,ARKG,GUARDANT HEALTH INC,GH,40131M109,544254.0,69947524.08,0.89,2021-01-05
1/5/2021,ARKG,CERUS CORP,CERS,157085101,8154380.0,56999116.2,0.72,2021-01-05
1/5/2021,ARKG,SAREPTA THERAPEUTICS INC,SRPT,803607100,244635.0,40181298.75,0.51,2021-01-05
1/5/2021,ARKG,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,3159384.0,32004559.92,0.41,2021-01-05
1/5/2021,ARKG,LONGVIEW ACQUISITION CORP-A,LGVW,543195101,1518927.0,28479881.25,0.36,2021-01-05
1/5/2021,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,785461.0,28308014.44,0.36,2021-01-05
1/5/2021,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,3836111.0,27696721.42,0.35,2021-01-05
1/5/2021,ARKG,SURFACE ONCOLOGY INC,SURF,86877M209,2769554.0,25258332.48,0.32,2021-01-05
1/5/2021,ARKG,908 DEVICES INC,MASS,65443P102,441504.0,25563081.6,0.32,2021-01-05
1/5/2021,ARKG,EVOGENE LTD,EVGN,M4119S104,4583323.0,22595782.39,0.29,2021-01-05
1/5/2021,ARKG,ORGANOVO HOLDINGS INC,ONVO ,68620A203,374190.0,4269507.9,0.05,2021-01-05
