date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
12/2/2020,ARKQ,TESLA INC,TSLA,88160R101,233155.0,132623227.1,11.67,2020-12-02
12/2/2020,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,1713864.0,77260989.12,6.8,2020-12-02
12/2/2020,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,27117.0,49568520.15,4.36,2020-12-02
12/2/2020,ARKQ,TRIMBLE INC,TRMB,896239100,757102.0,45933378.34,4.04,2020-12-02
12/2/2020,ARKQ,DEERE & CO,DE,244199105,159471.0,41302989.0,3.64,2020-12-02
12/2/2020,ARKQ,JD.COM INC-ADR,JD,47215P106,471466.0,39782301.08,3.5,2020-12-02
12/2/2020,ARKQ,PROTO LABS INC,PRLB,743713109,291737.0,39040245.34,3.44,2020-12-02
12/2/2020,ARKQ,2U INC,TWOU,90214J101,1201373.0,38792334.17,3.41,2020-12-02
12/2/2020,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,240233.0,38567005.82,3.39,2020-12-02
12/2/2020,ARKQ,FLIR SYSTEMS INC,FLIR,302445101,939447.0,37596668.94,3.31,2020-12-02
12/2/2020,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1642568.0,35594448.56,3.13,2020-12-02
12/2/2020,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,353167.0,35154243.18,3.09,2020-12-02
12/2/2020,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,1059712.0,34853927.68,3.07,2020-12-02
12/2/2020,ARKQ,CATERPILLAR INC,CAT,149123101,183530.0,31910361.1,2.81,2020-12-02
12/2/2020,ARKQ,STRATASYS LTD,SSYS,M85548101,1693400.0,29465160.0,2.59,2020-12-02
12/2/2020,ARKQ,XILINX INC,XLNX,983919101,197377.0,29036130.47,2.56,2020-12-02
12/2/2020,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,635718.0,28937883.36,2.55,2020-12-02
12/2/2020,ARKQ,WORKHORSE GROUP INC,WKHS,98138J206,1359180.0,27768047.4,2.44,2020-12-02
12/2/2020,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,1005945.0,27693665.85,2.44,2020-12-02
12/2/2020,ARKQ,AEROVIRONMENT INC,AVAV,008073108,299110.0,26160160.6,2.3,2020-12-02
12/2/2020,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,1011468.0,26065429.21,2.29,2020-12-02
12/2/2020,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,159484.0,22917850.8,2.02,2020-12-02
12/2/2020,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,3510292.0,22465868.8,1.98,2020-12-02
12/2/2020,ARKQ,SYNOPSYS INC,SNPS,871607107,91199.0,20494239.28,1.8,2020-12-02
12/2/2020,ARKQ,TERADYNE INC,TER,880770102,175039.0,19947444.44,1.76,2020-12-02
12/2/2020,ARKQ,SPLUNK INC,SPLK,848637104,96068.0,19781361.88,1.74,2020-12-02
12/2/2020,ARKQ,ANSYS INC,ANSS,03662Q105,46934.0,15719604.62,1.38,2020-12-02
12/2/2020,ARKQ,AMAZON.COM INC,AMZN,023135106,4623.0,14809919.19,1.3,2020-12-02
12/2/2020,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,19026.0,14293853.28,1.26,2020-12-02
12/2/2020,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,478734.0,14165739.06,1.25,2020-12-02
12/2/2020,ARKQ,EXONE CO/THE,XONE,302104104,997483.0,11540878.31,1.02,2020-12-02
12/2/2020,ARKQ,NVIDIA CORP,NVDA,67066G104,21328.0,11555083.84,1.02,2020-12-02
12/2/2020,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,94354.0,11528171.72,1.01,2020-12-02
12/2/2020,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,152522.0,11362889.0,1.0,2020-12-02
12/2/2020,ARKQ,AUTODESK INC,ADSK,052769106,40792.0,11301831.52,0.99,2020-12-02
12/2/2020,ARKQ,APPLE INC,AAPL,037833100,85142.0,10479277.36,0.92,2020-12-02
12/2/2020,ARKQ,ROCKWELL AUTOMATION INC,ROK,773903109,41112.0,10141919.28,0.89,2020-12-02
12/2/2020,ARKQ,RAVEN INDUSTRIES INC,RAVN,754212108,306145.0,7923032.6,0.7,2020-12-02
12/2/2020,ARKQ,HONEYWELL INTERNATIONAL INC,HON,438516106,27564.0,5733312.0,0.5,2020-12-02
12/2/2020,ARKQ,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,5127238.99,5127238.99,0.45,2020-12-02
12/2/2020,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,197165.0,1636469.5,0.14,2020-12-02
