date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
12/30/2020,ARKK,TESLA INC,TSLA,88160R101,2700216.0,1876056072.48,10.24,2020-12-30
12/30/2020,ARKK,ROKU INC,ROKU,77543R102,3690088.0,1249980409.12,6.82,2020-12-30
12/30/2020,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,6384590.0,1031558206.3,5.63,2020-12-30
12/30/2020,ARKK,SQUARE INC - A,SQ,852234103,4287329.0,947671202.16,5.17,2020-12-30
12/30/2020,ARKK,TELADOC HEALTH INC,TDOC,87918A105,3882585.0,790377828.45,4.31,2020-12-30
12/30/2020,ARKK,INVITAE CORP,NVTA,46185L103,17462614.0,771847538.8,4.21,2020-12-30
12/30/2020,ARKK,ZILLOW GROUP INC - C,Z,98954M200,4209719.0,549620912.64,3.0,2020-12-30
12/30/2020,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,6772555.0,518100457.5,2.83,2020-12-30
12/30/2020,ARKK,PROTO LABS INC,PRLB,743713109,3215376.0,506228797.44,2.76,2020-12-30
12/30/2020,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,21946268.0,503227925.24,2.75,2020-12-30
12/30/2020,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,1541647.0,492324969.45,2.69,2020-12-30
12/30/2020,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,8632474.0,420919432.24,2.3,2020-12-30
12/30/2020,ARKK,TWILIO INC - A,TWLO,90138F102,1144374.0,400027375.44,2.18,2020-12-30
12/30/2020,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,6603257.0,373612281.06,2.04,2020-12-30
12/30/2020,ARKK,BAIDU INC - SPON ADR,BIDU,056752108,1705504.0,374579843.52,2.04,2020-12-30
12/30/2020,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,2711424.0,367126809.6,2.0,2020-12-30
12/30/2020,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2494429.0,367055227.35,2.0,2020-12-30
12/30/2020,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,305031.0,354751053.0,1.94,2020-12-30
12/30/2020,ARKK,PAYPAL HOLDINGS INC,PYPL,70450Y103,1525412.0,353148132.12,1.93,2020-12-30
12/30/2020,ARKK,DOCUSIGN INC,DOCU,256163106,1508469.0,340763147.1,1.86,2020-12-30
12/30/2020,ARKK,LENDINGTREE INC,TREE UW,52603B107,1224647.0,336679953.24,1.84,2020-12-30
12/30/2020,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,6008935.0,329469906.05,1.8,2020-12-30
12/30/2020,ARKK,2U INC,TWOU,90214J101,8058045.0,328929396.9,1.79,2020-12-30
12/30/2020,ARKK,PAGERDUTY INC,PD,69553P100,7555149.0,323889237.63,1.77,2020-12-30
