date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
1/19/2021,ARKW,TESLA INC,TSLA,88160R101,723604.0,611119758.2,9.68,2021-01-19
1/19/2021,ARKW,ROKU INC,ROKU,77543R102,789030.0,342549484.2,5.43,2021-01-19
1/19/2021,ARKW,SQUARE INC - A,SQ,852234103,1128558.0,256476091.08,4.06,2021-01-19
1/19/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,6709215.0,255319176.83,4.04,2021-01-19
1/19/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,1021487.0,237720454.64,3.77,2021-01-19
1/19/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,2521627.0,216607759.3,3.43,2021-01-19
1/19/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,578486.0,184970898.5,2.93,2021-01-19
1/19/2021,ARKW,NETFLIX INC,NFLX,64110L106,299876.0,150468780.52,2.38,2021-01-19
1/19/2021,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,6536496.0,147986269.44,2.34,2021-01-19
1/19/2021,ARKW,SEA LTD-ADR,SE,81141R100,610717.0,141466485.88,2.24,2021-01-19
1/19/2021,ARKW,FACEBOOK INC-CLASS A,FB,30303M102,526490.0,137466539.0,2.18,2021-01-19
1/19/2021,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,1888370.0,134093153.7,2.12,2021-01-19
1/19/2021,ARKW,FASTLY INC - CLASS A,FSLY,31188V100,1383619.0,131872726.89,2.09,2021-01-19
1/19/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,533862.0,131997379.5,2.09,2021-01-19
1/19/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,333486.0,131350130.82,2.08,2021-01-19
1/19/2021,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1087491.0,124930966.08,1.98,2021-01-19
1/19/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,856958.0,123376243.26,1.95,2021-01-19
1/19/2021,ARKW,TWILIO INC - A,TWLO,90138F102,311770.0,119174082.5,1.89,2021-01-19
1/19/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,101586.0,119258916.42,1.89,2021-01-19
1/19/2021,ARKW,SNAP INC - A,SNAP,83304A106,2329641.0,117390609.99,1.86,2021-01-19
1/19/2021,ARKW,DOCUSIGN INC,DOCU,256163106,437861.0,112341996.77,1.78,2021-01-19
1/19/2021,ARKW,LENDINGTREE INC,TREE UW,52603B107,354957.0,112244502.54,1.78,2021-01-19
