date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
1/4/2021,ARKK,TESLA INC,TSLA,88160R101,2678166.0,1954445201.82,10.95,2021-01-04
1/4/2021,ARKK,ROKU INC,ROKU,77543R102,3729028.0,1185458001.2,6.64,2021-01-04
1/4/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,6384590.0,1008829065.9,5.65,2021-01-04
1/4/2021,ARKK,SQUARE INC - A,SQ,852234103,4332599.0,958197594.84,5.37,2021-01-04
1/4/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,3923565.0,787184845.95,4.41,2021-01-04
1/4/2021,ARKK,INVITAE CORP,NVTA,46185L103,17462614.0,762068474.96,4.27,2021-01-04
1/4/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,4254149.0,556315064.73,3.12,2021-01-04
1/4/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,22177947.0,508762104.18,2.85,2021-01-04
1/4/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,6772555.0,484847212.45,2.72,2021-01-04
1/4/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,1557937.0,484518407.0,2.71,2021-01-04
1/4/2021,ARKK,PROTO LABS INC,PRLB,743713109,3215376.0,483013782.72,2.71,2021-01-04
1/4/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,8723614.0,403554383.64,2.26,2021-01-04
1/4/2021,ARKK,TWILIO INC - A,TWLO,90138F102,1156464.0,386941289.76,2.17,2021-01-04
1/4/2021,ARKK,BAIDU INC - SPON ADR,BIDU,056752108,1723504.0,373655667.2,2.09,2021-01-04
1/4/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,6603257.0,369188098.87,2.07,2021-01-04
1/4/2021,ARKK,PAYPAL HOLDINGS INC,PYPL,70450Y103,1541522.0,357509782.24,2.0,2021-01-04
1/4/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,2740044.0,352835465.88,1.98,2021-01-04
1/4/2021,ARKK,DOCUSIGN INC,DOCU,256163106,1524399.0,339041581.59,1.9,2021-01-04
1/4/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,308241.0,336722468.4,1.89,2021-01-04
1/4/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2520769.0,335085823.17,1.88,2021-01-04
1/4/2021,ARKK,LENDINGTREE INC,TREE UW,52603B107,1224647.0,335063419.2,1.88,2021-01-04
1/4/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,6008935.0,327787404.25,1.84,2021-01-04
1/4/2021,ARKK,2U INC,TWOU,90214J101,8058045.0,315069559.5,1.76,2021-01-04
1/4/2021,ARKK,PAGERDUTY INC,PD,69553P100,7555149.0,311423241.78,1.74,2021-01-04
1/4/2021,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,2758361.0,308108923.7,1.73,2021-01-04
1/4/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,2623725.0,297268042.5,1.67,2021-01-04
1/4/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,809468.0,291392290.64,1.63,2021-01-04
1/4/2021,ARKK,KE HOLDINGS INC,BEKE,482497104,4387220.0,252309022.2,1.41,2021-01-04
1/4/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,3072261.0,241786940.7,1.35,2021-01-04
1/4/2021,ARKK,VERACYTE INC,VCYT,92337F107,4993376.0,236386419.84,1.32,2021-01-04
1/4/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,1578007.0,227359248.56,1.27,2021-01-04
1/4/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,8435523.0,211394206.38,1.18,2021-01-04
1/4/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,7558875.0,199365335.68,1.12,2021-01-04
1/4/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,2651211.0,193140721.35,1.08,2021-01-04
1/4/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,4775858.0,185112256.08,1.04,2021-01-04
1/4/2021,ARKK,SPLUNK INC,SPLK,848637104,1064811.0,177152606.07,0.99,2021-01-04
1/4/2021,ARKK,SYNOPSYS INC,SNPS,871607107,663698.0,169043880.6,0.95,2021-01-04
1/4/2021,ARKK,SEA LTD-ADR,SE,81141R100,862203.0,169043520.18,0.95,2021-01-04
1/4/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,2446130.0,158191227.1,0.89,2021-01-04
1/4/2021,ARKK,PINTEREST INC- CLASS A,PINS,72352L106,2248330.0,153043823.1,0.86,2021-01-04
1/4/2021,ARKK,STRATASYS LTD,SSYS,M85548101,7052150.0,145133247.0,0.81,2021-01-04
1/4/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,10855726.0,138519063.76,0.78,2021-01-04
1/4/2021,ARKK,CERUS CORP,CERS,157085101,19069641.0,132343308.54,0.74,2021-01-04
1/4/2021,ARKK,HUYA INC-ADR,HUYA,44852D108,6314402.0,130076681.2,0.73,2021-01-04
1/4/2021,ARKK,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,5058187.0,54274346.51,0.3,2021-01-04
1/4/2021,ARKK,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,48332698.81,48332698.81,0.27,2021-01-04
1/4/2021,ARKK,ORGANOVO HOLDINGS INC,ONVO ,68620A203,828825.0,10061935.5,0.06,2021-01-04
1/4/2021,ARKK,EXONE CO/THE,XONE,302104104,546461.0,5120339.57,0.03,2021-01-04
