date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
11/30/2020,ARKW,TESLA INC,TSLA,88160R101,747205.0,424113558.0,10.19,2020-11-30
11/30/2020,ARKW,ROKU INC,ROKU,77543R102,1095251.0,321532836.07,7.72,2020-11-30
11/30/2020,ARKW,SQUARE INC - A,SQ,852234103,1047266.0,220931235.36,5.31,2020-11-30
11/30/2020,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,483997.0,141022205.89,3.39,2020-11-30
11/30/2020,ARKW,TELADOC HEALTH INC,TDOC,87918A105,696491.0,138441516.07,3.33,2020-11-30
11/30/2020,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,5210628.0,120852700.52,2.9,2020-11-30
11/30/2020,ARKW,FACEBOOK INC-CLASS A,FB,30303M102,408922.0,113259126.34,2.72,2020-11-30
11/30/2020,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,1595511.0,111717680.22,2.68,2020-11-30
11/30/2020,ARKW,SLACK TECHNOLOGIES INC- CL A,WORK,83088V102,2575137.0,110421874.56,2.65,2020-11-30
11/30/2020,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,5926705.0,108280900.35,2.6,2020-11-30
11/30/2020,ARKW,TWILIO INC - A,TWLO,90138F102,318326.0,101892969.34,2.45,2020-11-30
11/30/2020,ARKW,PAGERDUTY INC,PD,69553P100,2802689.0,96468555.38,2.32,2020-11-30
11/30/2020,ARKW,SNAP INC - A,SNAP,83304A106,2007375.0,89167597.5,2.14,2020-11-30
11/30/2020,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1216709.0,88819757.0,2.13,2020-11-30
11/30/2020,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,414571.0,88767942.52,2.13,2020-11-30
11/30/2020,ARKW,VERACYTE INC,VCYT,92337F107,1589826.0,86661415.26,2.08,2020-11-30
11/30/2020,ARKW,UNITY SOFTWARE INC,U,91332U101,563773.0,85682220.54,2.06,2020-11-30
11/30/2020,ARKW,SEA LTD-ADR,SE,81141R100,474317.0,85552557.29,2.06,2020-11-30
11/30/2020,ARKW,NETFLIX INC,NFLX,64110L106,173852.0,85309176.4,2.05,2020-11-30
11/30/2020,ARKW,LENDINGTREE INC,TREE UW,52603B107,323295.0,82627736.1,1.98,2020-11-30
11/30/2020,ARKW,FASTLY INC - CLASS A,FSLY,31188V100,967828.0,82042779.56,1.97,2020-11-30
11/30/2020,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,743346.0,78430436.46,1.88,2020-11-30
11/30/2020,ARKW,HUYA INC-ADR,HUYA,44852D108,3705041.0,76657298.29,1.84,2020-11-30
