date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
11/20/2020,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2841596.0,311723081.2,8.56,2020-11-20
11/20/2020,ARKG,INVITAE CORP,NVTA,46185L103,6206187.0,297896976.0,8.18,2020-11-20
11/20/2020,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,17149986.0,258621788.88,7.1,2020-11-20
11/20/2020,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1865082.0,215528875.92,5.92,2020-11-20
11/20/2020,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,3523982.0,212637073.88,5.84,2020-11-20
11/20/2020,ARKG,TELADOC HEALTH INC,TDOC,87918A105,775852.0,155170400.0,4.26,2020-11-20
11/20/2020,ARKG,CAREDX INC,CDNA,14167L103,2477214.0,151555952.52,4.16,2020-11-20
11/20/2020,ARKG,PERSONALIS INC,PSNL,71535D106,4427057.0,137238767.0,3.77,2020-11-20
11/20/2020,ARKG,SERES THERAPEUTICS INC,MCRB,81750R102,3567728.0,123050938.72,3.38,2020-11-20
11/20/2020,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,1045102.0,120427103.46,3.31,2020-11-20
11/20/2020,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,3293366.0,120043190.7,3.3,2020-11-20
11/20/2020,ARKG,CELLECTIS - ADR,CLLS,15117K103,4915147.0,103955359.05,2.85,2020-11-20
11/20/2020,ARKG,VERACYTE INC,VCYT,92337F107,2003207.0,103044968.08,2.83,2020-11-20
11/20/2020,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,1918550.0,101011657.5,2.77,2020-11-20
11/20/2020,ARKG,PURE STORAGE INC - CLASS A,PSTG,74624M102,4992636.0,94161114.96,2.58,2020-11-20
11/20/2020,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2409636.0,77927628.24,2.14,2020-11-20
11/20/2020,ARKG,INCYTE CORP,INCY,45337C102,946717.0,77564523.81,2.13,2020-11-20
11/20/2020,ARKG,COMPUGEN LTD,CGEN,M25722105,5745076.0,75949904.72,2.08,2020-11-20
11/20/2020,ARKG,ACCOLADE INC,ACCD,00437E102,1366640.0,66869695.2,1.84,2020-11-20
11/20/2020,ARKG,BERKELEY LIGHTS INC,BLI,084310101,766743.0,64237728.54,1.76,2020-11-20
11/20/2020,ARKG,EDITAS MEDICINE INC,EDIT,28106W103,2026424.0,57590970.08,1.58,2020-11-20
11/20/2020,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,1061676.0,52170758.64,1.43,2020-11-20
11/20/2020,ARKG,CERUS CORP,CERS,157085101,8188288.0,51013034.24,1.4,2020-11-20
11/20/2020,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,235204.0,50618252.84,1.39,2020-11-20
11/20/2020,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,307820.0,43008610.4,1.18,2020-11-20
11/20/2020,ARKG,SCHRODINGER INC,SDGR,80810D103,689005.0,41753703.0,1.15,2020-11-20
11/20/2020,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,891978.0,41387779.2,1.14,2020-11-20
11/20/2020,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,2204750.0,38693362.5,1.06,2020-11-20
11/20/2020,ARKG,GUARDANT HEALTH INC,GH,40131M109,311760.0,35213292.0,0.97,2020-11-20
11/20/2020,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,402829.0,35255594.08,0.97,2020-11-20
11/20/2020,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,729913.0,35094217.04,0.96,2020-11-20
11/20/2020,ARKG,CODEXIS INC,CDXS,192005106,1881731.0,32648032.85,0.9,2020-11-20
11/20/2020,ARKG,PHREESIA INC,PHR,71944F106,759771.0,31788818.64,0.87,2020-11-20
11/20/2020,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,588518.0,28242978.82,0.78,2020-11-20
11/20/2020,ARKG,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,3470337.0,27103331.97,0.74,2020-11-20
11/20/2020,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,572504.0,23833341.52,0.65,2020-11-20
11/20/2020,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,2198540.0,20204582.6,0.55,2020-11-20
11/20/2020,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,03842K200,5147652.0,19869936.72,0.55,2020-11-20
11/20/2020,ARKG,ILLUMINA INC,ILMN,452327109,63211.0,19013868.8,0.52,2020-11-20
11/20/2020,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,883556102,37860.0,17076374.4,0.47,2020-11-20
11/20/2020,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,29918.0,15519663.32,0.43,2020-11-20
11/20/2020,ARKG,EVOGENE LTD,EVGN,M4119S104,4602387.0,13024755.21,0.36,2020-11-20
11/20/2020,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,347405.0,10585430.35,0.29,2020-11-20
11/20/2020,ARKG,SURFACE ONCOLOGY INC,SURF,86877M209,605547.0,4808043.18,0.13,2020-11-20
11/20/2020,ARKG,ORGANOVO HOLDINGS INC,ONVO ,68620A203,375748.0,3370459.56,0.09,2020-11-20
