date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
12/11/2020,ARKF,SQUARE INC - A,SQ,852234103,740366.0,160355871.94,10.81,2020-12-11
12/11/2020,ARKF,MERCADOLIBRE INC,MELI,58733R102,43993.0,70680473.59,4.77,2020-12-11
12/11/2020,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,989560.0,70387402.8,4.75,2020-12-11
12/11/2020,ARKF,ZILLOW GROUP INC - C,Z,98954M200,513219.0,64906806.93,4.38,2020-12-11
12/11/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,540869.0,58857364.58,3.97,2020-12-11
12/11/2020,ARKF,ADYEN NV,ADYEN,BZ1HM42,24514.0,54266318.52,3.66,2020-12-11
12/11/2020,ARKF,SEA LTD-ADR,SE,81141R100,276998.0,53565873.24,3.61,2020-12-11
12/11/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,692842.0,52060147.88,3.51,2020-12-11
12/11/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,242896.0,51994317.76,3.51,2020-12-11
12/11/2020,ARKF,LENDINGTREE INC,TREE UW,52603B107,164601.0,44944303.05,3.03,2020-12-11
12/11/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,163263.0,43189594.02,2.91,2020-12-11
12/11/2020,ARKF,MEITUAN-CLASS B,3690,BGJW376,1104415.0,41863154.86,2.82,2020-12-11
12/11/2020,ARKF,TWILIO INC - A,TWLO,90138F102,114073.0,39059735.93,2.63,2020-12-11
12/11/2020,ARKF,SNAP INC - A,SNAP,83304A106,729914.0,38926313.62,2.62,2020-12-11
12/11/2020,ARKF,DOCUSIGN INC,DOCU,256163106,154742.0,34892773.58,2.35,2020-12-11
12/11/2020,ARKF,APPLE INC,AAPL,037833100,261010.0,31950234.1,2.15,2020-12-11
12/11/2020,ARKF,AMAZON.COM INC,AMZN,023135106,9994.0,31145501.48,2.1,2020-12-11
12/11/2020,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,112600.0,30801730.0,2.08,2020-12-11
12/11/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,BGHVW01,505796.0,29930984.41,2.02,2020-12-11
12/11/2020,ARKF,Z HOLDINGS CORP,4689,6084848,4856107.0,29394744.48,1.98,2020-12-11
12/11/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,5984345.0,27447582.18,1.85,2020-12-11
12/11/2020,ARKF,SPLUNK INC,SPLK,848637104,169610.0,26331952.5,1.78,2020-12-11
12/11/2020,ARKF,INTUIT INC,INTU,461202103,67886.0,24732227.52,1.67,2020-12-11
12/11/2020,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,103370.0,22662838.8,1.53,2020-12-11
12/11/2020,ARKF,PINDUODUO INC-ADR,PDD,722304102,140283.0,20712784.95,1.4,2020-12-11
12/11/2020,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,40171V100,165561.0,20402082.03,1.38,2020-12-11
12/11/2020,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,192216.0,19996230.48,1.35,2020-12-11
12/11/2020,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,G8250T109,774533.0,19696374.19,1.33,2020-12-11
12/11/2020,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,478318.0,18888777.82,1.27,2020-12-11
12/11/2020,ARKF,SCHWAB (CHARLES) CORP,SCHW,808513105,369331.0,18256031.33,1.23,2020-12-11
12/11/2020,ARKF,LENDINGCLUB CORP,LC,52603A208,1879598.0,17104341.8,1.15,2020-12-11
12/11/2020,ARKF,DISCOVERY LTD,DSY,6177878,1760867.0,16219698.34,1.09,2020-12-11
12/11/2020,ARKF,TELADOC HEALTH INC,TDOC,87918A105,80218.0,16009908.44,1.08,2020-12-11
12/11/2020,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,45841N107,285961.0,15753591.49,1.06,2020-12-11
12/11/2020,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,14656.0,15504142.72,1.05,2020-12-11
12/11/2020,ARKF,JD.COM INC-ADR,JD,47215P106,181532.0,14996358.52,1.01,2020-12-11
12/11/2020,ARKF,SBI HOLDINGS INC,8473,6309466,549062.0,14892142.48,1.0,2020-12-11
12/11/2020,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,211339.0,14108991.64,0.95,2020-12-11
12/11/2020,ARKF,TRANSUNION,TRU,89400J107,145410.0,13888109.1,0.94,2020-12-11
12/11/2020,ARKF,NVIDIA CORP,NVDA,67066G104,26388.0,13735745.64,0.93,2020-12-11
12/11/2020,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,435901.0,13469340.9,0.91,2020-12-11
12/11/2020,ARKF,VERISK ANALYTICS INC,VRSK,92345Y106,58879.0,11421937.21,0.77,2020-12-11
12/11/2020,ARKF,KE HOLDINGS INC,BEKE,482497104,172305.0,11394529.65,0.77,2020-12-11
12/11/2020,ARKF,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,11276762.48,11276762.48,0.76,2020-12-11
12/11/2020,ARKF,YEAHKA LTD,9923,BL58D39,2466800.0,11282310.44,0.76,2020-12-11
12/11/2020,ARKF,BASE INC,4477,BKRQ8Q2,88100.0,7680013.46,0.52,2020-12-11
12/11/2020,ARKF,MARKETAXESS HOLDINGS INC,MKTX,57060D108,12792.0,7005794.64,0.47,2020-12-11
12/11/2020,ARKF,JD HEALTH INTERNATIONAL INC,6618,BMW8R04,106525.0,1676714.96,0.11,2020-12-11
12/11/2020,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,83088V102,20172.0,852065.28,0.06,2020-12-11
12/11/2020,ARKF,JAPANESE YEN,,CCTJPY,25204596.0,242247.07,0.02,2020-12-11
12/11/2020,ARKF,EURO,,CCTEUR,219349.62,265775.24,0.02,2020-12-11
12/11/2020,ARKF,JAPANESE YEN,,CCTJPY,15122758.0,145348.24,0.01,2020-12-11
12/11/2020,ARKF,HONG KONG DOLLAR,,CCTHKD,1046819.07,135057.74,0.01,2020-12-11
12/11/2020,ARKF,SOUTH AFRICAN RAND,,CCTZAR,1207852.41,79811.84,0.01,2020-12-11
12/11/2020,ARKF,ZSCALER INC,ZS,98980G102,844.0,153532.04,0.01,2020-12-11
12/11/2020,ARKF,HONG KONG DOLLAR,,CCTHKD,1589022.43,205011.34,0.01,2020-12-11
