date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
12/28/2020,ARKF,SQUARE INC - A,SQ,852234103,898122.0,200586567.48,10.45,2020-12-28
12/28/2020,ARKF,MERCADOLIBRE INC,MELI,58733R102,52554.0,87435140.88,4.56,2020-12-28
12/28/2020,ARKF,ZILLOW GROUP INC - C,Z,98954M200,653357.0,86687406.76,4.52,2020-12-28
12/28/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,688533.0,78210463.47,4.08,2020-12-28
12/28/2020,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,1122007.0,76060854.53,3.96,2020-12-28
12/28/2020,ARKF,ADYEN NV,ADYEN,BZ1HM42,31194.0,73556739.53,3.83,2020-12-28
12/28/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,309220.0,72892430.6,3.8,2020-12-28
12/28/2020,ARKF,SEA LTD-ADR,SE,81141R100,352649.0,63575561.72,3.31,2020-12-28
12/28/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,881954.0,59337865.12,3.09,2020-12-28
12/28/2020,ARKF,TWILIO INC - A,TWLO,90138F102,145289.0,51673485.74,2.69,2020-12-28
12/28/2020,ARKF,AMAZON.COM INC,AMZN,023135106,15706.0,51577875.76,2.69,2020-12-28
12/28/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,226570.0,50380105.2,2.63,2020-12-28
12/28/2020,ARKF,LENDINGTREE INC,TREE UW,52603B107,172402.0,47276076.44,2.46,2020-12-28
12/28/2020,ARKF,MEITUAN-CLASS B,3690,BGJW376,1405015.0,47108633.7,2.46,2020-12-28
12/28/2020,ARKF,APPLE INC,AAPL,037833100,332319.0,45424684.11,2.37,2020-12-28
12/28/2020,ARKF,DOCUSIGN INC,DOCU,256163106,196993.0,45150795.6,2.35,2020-12-28
12/28/2020,ARKF,SNAP INC - A,SNAP,83304A106,929195.0,44842950.7,2.34,2020-12-28
12/28/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,BGHVW01,639396.0,43734656.54,2.28,2020-12-28
12/28/2020,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,608937.0,40731795.93,2.12,2020-12-28
12/28/2020,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,34943.0,40081717.58,2.09,2020-12-28
12/28/2020,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,143328.0,39701856.0,2.07,2020-12-28
12/28/2020,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,160856.0,38914283.52,2.03,2020-12-28
12/28/2020,ARKF,SPLUNK INC,SPLK,848637104,215930.0,37906511.5,1.98,2020-12-28
