date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
1/5/2021,ARKW,TESLA INC,TSLA,88160R101,753093.0,553606195.23,10.14,2021-01-05
1/5/2021,ARKW,ROKU INC,ROKU,77543R102,834768.0,279797538.24,5.12,2021-01-05
1/5/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,6240896.0,245953711.36,4.5,2021-01-05
1/5/2021,ARKW,SQUARE INC - A,SQ,852234103,1049784.0,241187874.0,4.42,2021-01-05
1/5/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,950182.0,190958076.54,3.5,2021-01-05
1/5/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,538116.0,168817751.52,3.09,2021-01-05
1/5/2021,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,6867527.0,160425430.72,2.94,2021-01-05
1/5/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1969249.0,150962628.34,2.76,2021-01-05
1/5/2021,ARKW,FACEBOOK INC-CLASS A,FB,30303M102,489750.0,132707557.5,2.43,2021-01-05
1/5/2021,ARKW,NETFLIX INC,NFLX,64110L106,233717.0,121719813.6,2.23,2021-01-05
1/5/2021,ARKW,SNAP INC - A,SNAP,83304A106,2404263.0,120958471.53,2.21,2021-01-05
1/5/2021,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,1756548.0,120183014.16,2.2,2021-01-05
1/5/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,496585.0,116652782.35,2.14,2021-01-05
1/5/2021,ARKW,SEA LTD-ADR,SE,81141R100,568092.0,115282909.56,2.11,2021-01-05
1/5/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,797131.0,108126834.5,1.98,2021-01-05
1/5/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,94491.0,105710861.34,1.94,2021-01-05
1/5/2021,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,890365.0,101092042.1,1.85,2021-01-05
1/5/2021,ARKW,FASTLY INC - CLASS A,FSLY,31188V100,1159222.0,100504547.4,1.84,2021-01-05
1/5/2021,ARKW,TWILIO INC - A,TWLO,90138F102,289990.0,98956187.6,1.81,2021-01-05
1/5/2021,ARKW,PAGERDUTY INC,PD,69553P100,2368160.0,98041824.0,1.8,2021-01-05
1/5/2021,ARKW,LENDINGTREE INC,TREE UW,52603B107,356781.0,97679502.18,1.79,2021-01-05
1/5/2021,ARKW,HUYA INC-ADR,HUYA,44852D108,4437627.0,96829021.14,1.77,2021-01-05
1/5/2021,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,3456587.0,88488627.2,1.62,2021-01-05
1/5/2021,ARKW,NVIDIA CORP,NVDA,67066G104,156155.0,83728749.45,1.53,2021-01-05
1/5/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,225259.0,81280204.97,1.49,2021-01-05
1/5/2021,ARKW,KE HOLDINGS INC,BEKE,482497104,1299725.0,80245021.5,1.47,2021-01-05
